gene,ctrl_mean,pert_mean,delta,abs_delta
PITPNM3,0.3754715,0.37624866,0.00077715516,0.00077715516
CELF6,0.0056841993,0.006461056,0.0007768567,0.0007768567
MIB2,0.7741513,0.77492803,0.0007767081,0.0007767081
SPAG6,0.0040077535,0.0047843494,0.0007765959,0.0007765959
FAM71D,0.00832984,0.0075533735,-0.0007764669,0.0007764669
SMYD3,0.9475587,0.9467823,-0.0007764101,0.0007764101
SAV1,4.6674876,4.6682634,0.00077581406,0.00077581406
ADRA1A,0.04625943,0.047035176,0.000775747,0.000775747
TLR5,0.022343881,0.023118893,0.00077501126,0.00077501126
FBLN2,1.0266136,1.0258387,-0.0007748604,0.0007748604
RAB7B,0.0012049455,0.0019770942,0.0007721487,0.0007721487
ZNF775,0.05752305,0.05675134,-0.0007717088,0.0007717088
NDNF,0.020719824,0.021491341,0.00077151693,0.00077151693
SMIM24,0.47566533,0.476436,0.00077065825,0.00077065825
CFAP69,0.4563862,0.4571566,0.00077039003,0.00077039003
HSPB9,0.03096186,0.030191647,-0.0007702131,0.0007702131
ABCC3,0.009377619,0.0101476265,0.00077000726,0.00077000726
TXLNB,0.0074392287,0.008208764,0.0007695351,0.0007695351
INMT,0.039422672,0.04019181,0.00076913834,0.00076913834
TTLL11,0.1841471,0.1833782,-0.0007688999,0.0007688999
DTX3L,1.0410205,1.0402519,-0.0007686615,0.0007686615
CLPSL2,0.09974853,0.09898032,-0.000768207,0.000768207
LRP5L,0.008303646,0.009071695,0.0007680487,0.0007680487
PTCHD4,0.0050817267,0.0058493586,0.0007676319,0.0007676319
DISC1,0.2372433,0.23647575,-0.0007675439,0.0007675439
SDR16C5,0.021505658,0.022272347,0.00076668896,0.00076668896
OR52E8,0.0051865047,0.0059531284,0.00076662377,0.00076662377
CDKN2C,0.0047935876,0.0055598943,0.00076630665,0.00076630665
NPB,0.084581934,0.085348204,0.00076626986,0.00076626986
FAM163A,0.011918482,0.011152558,-0.00076592434,0.00076592434
NBEAL1,0.6888359,0.68960166,0.0007657409,0.0007657409
PPIL6,0.100115255,0.10088095,0.00076569617,0.00076569617
SLC52A1,0.006705784,0.0074714497,0.0007656659,0.0007656659
FGF7,0.007465423,0.00823061,0.00076518673,0.00076518673
TMEM269,0.026456412,0.0256913,-0.0007651113,0.0007651113
TMEM213,0.025303856,0.024538906,-0.00076494925,0.00076494925
CLK4,1.2491356,1.2499003,0.0007647276,0.0007647276
CLRN1,0.031354778,0.030590342,-0.00076443516,0.00076443516
C17orf113,0.09380239,0.09303812,-0.0007642731,0.0007642731
FNDC1,0.011682733,0.012446954,0.00076422095,0.00076422095
ADAMTSL1,0.113055326,0.11381945,0.0007641241,0.0007641241
DLL4,0.0060247276,0.006788751,0.0007640235,0.0007640235
ITIH6,0.003248114,0.0024850217,-0.0007630922,0.0007630922
SPATA6L,0.07135373,0.070590995,-0.0007627383,0.0007627383
YY2,0.061111692,0.061874308,0.00076261535,0.00076261535
FSTL5,0.020719824,0.021480417,0.0007605925,0.0007605925
FBXL19,9.096868,9.0961075,-0.00076007843,0.00076007843
RNF224,0.00885373,0.0080940705,-0.00075965934,0.00075965934
PAX5,0.0068105618,0.007569758,0.00075919647,0.00075919647
CPLX2,0.046285626,0.04552778,-0.000757847,0.000757847
GHRH,0.013673512,0.01442951,0.0007559974,0.0007559974
DCTN5,0.1339323,0.13468817,0.0007558614,0.0007558614
TRIL,0.1751624,0.17591769,0.00075528026,0.00075528026
AMDHD1,0.017497905,0.01825262,0.0007547159,0.0007547159
ULBP3,0.18050608,0.17975171,-0.0007543713,0.0007543713
MAP1LC3B,4.6730146,4.6737685,0.00075387955,0.00075387955
PLA2G4C,0.008067896,0.008820461,0.00075256545,0.00075256545
MS4A3,0.004138726,0.0033861832,-0.00075254263,0.00075254263
KCND3,0.03130239,0.030552112,-0.0007502772,0.0007502772
RFX8,0.022893965,0.023643205,0.0007492397,0.0007492397
DEGS2,0.036095977,0.03684386,0.00074788183,0.00074788183
TGM1,0.07633068,0.075582884,-0.0007477924,0.0007477924
PARP10,0.010818315,0.010071165,-0.0007471498,0.0007471498
ENO4,0.03523156,0.034484453,-0.00074710697,0.00074710697
SNX22,0.05052913,0.049782354,-0.0007467754,0.0007467754
RUFY4,0.022055741,0.022802122,0.00074638054,0.00074638054
IFIT2,0.0053436714,0.0060896683,0.00074599683,0.00074599683
ASB3,4.668221,4.6674767,-0.0007443428,0.0007443428
CLEC9A,0.00015716681,0.0009011617,0.0007439949,0.0007439949
ROPN1L,0.07436609,0.07362218,-0.00074391067,0.00074391067
OR4D5,0.01993399,0.020677565,0.0007435754,0.0007435754
SLC16A14,0.29526404,0.29600704,0.0007430017,0.0007430017
MON1A,0.5402609,0.54100287,0.0007419586,0.0007419586
TMEM151A,0.035100587,0.034358837,-0.00074175,0.00074175
SLC25A34,0.019488685,0.020229714,0.00074102916,0.00074102916
GRK1,0.002514669,0.003255105,0.00074043614,0.00074043614
ZNF582,0.4042854,0.40502575,0.0007403493,0.0007403493
NKX2-6,0.00492456,0.0056636645,0.0007391046,0.0007391046
SNAPC2,2.4452274,2.4459658,0.00073838234,0.00073838234
PDIA2,0.013123428,0.013861505,0.00073807687,0.00073807687
LHX6,0.1008487,0.10011087,-0.00073782355,0.00073782355
CXCL14,0.02632544,0.027062159,0.000736719,0.000736719
PTK6,0.009403814,0.008667537,-0.0007362766,0.0007362766
OR51T1,0.0038243923,0.0045604245,0.00073603215,0.00073603215
SCNN1G,0.058911357,0.05817681,-0.0007345453,0.0007345453
UBQLNL,0.0149570415,0.015691137,0.00073409546,0.00073409546
CD27,0.017550293,0.016816223,-0.0007340703,0.0007340703
PPBP,0.026377829,0.027111312,0.0007334836,0.0007334836
ARHGAP33,0.15093252,0.15019907,-0.00073345006,0.00073345006
CD80,0.010058676,0.010792093,0.00073341746,0.00073341746
PIWIL3,0.013332984,0.012599879,-0.00073310547,0.00073310547
PCDHGA3,0.09343567,0.09416866,0.00073299557,0.00073299557
PENK,0.01851949,0.01925209,0.0007326007,0.0007326007
ITGA10,0.016974015,0.017706461,0.0007324461,0.0007324461
OR52N2,0.042670786,0.043403223,0.0007324368,0.0007324368
ETV3L,0.043954317,0.044686697,0.0007323809,0.0007323809
MOSPD3,0.4450702,0.44433823,-0.00073197484,0.00073197484
C17orf67,0.0055270325,0.0062589776,0.00073194504,0.00073194504
PLIN1,0.0055270325,0.0047952724,-0.00073176017,0.00073176017
CCL27,0.07428751,0.07355664,-0.00073087215,0.00073087215
TMEM51,0.48396897,0.48469937,0.0007303953,0.0007303953
KIRREL3,0.008565591,0.009295619,0.0007300284,0.0007300284
LMF1,0.319101,0.31983048,0.00072947145,0.00072947145
DKK1,0.024072716,0.024801062,0.0007283464,0.0007283464
ZBTB49,0.48404756,0.48477584,0.00072827935,0.00072827935
CCDC192,0.04005134,0.03932342,-0.0007279217,0.0007279217
SLC25A52,0.003248114,0.0039760345,0.00072792056,0.00072792056
SPINK13,0.006443839,0.0071710623,0.00072722323,0.00072722323
PRR15L,0.032114416,0.031387735,-0.0007266812,0.0007266812
DUSP9,0.13285834,0.13213214,-0.0007261932,0.0007261932
UPB1,0.0039553647,0.004680579,0.00072521437,0.00072521437
SLC25A45,0.07596396,0.07523881,-0.0007251501,0.0007251501
PLAC9,0.26909578,0.2683714,-0.00072437525,0.00072437525
DUSP27,0.06917959,0.06845552,-0.0007240698,0.0007240698
PRSS38,0.002750419,0.0034735687,0.0007231496,0.0007231496
MUC5B,0.008172674,0.007449603,-0.00072307093,0.00072307093
GH2,0.042958926,0.043681763,0.0007228367,0.0007228367
TMEM117,0.035755448,0.03647793,0.0007224828,0.0007224828
COLEC11,0.06318106,0.062458698,-0.00072235987,0.00072235987
TEX14,0.023417855,0.024140209,0.0007223543,0.0007223543
NOXRED1,0.03536253,0.036084697,0.00072216615,0.00072216615
PDGFB,0.3315172,0.33223918,0.00072199106,0.00072199106
MYL6B,14.382858,14.382136,-0.00072193146,0.00072193146
KBTBD12,0.023758382,0.02303697,-0.0007214118,0.0007214118
FTCDNL1,0.1283529,0.12907366,0.00072076917,0.00072076917
PRCD,0.010006287,0.010726554,0.0007202672,0.0007202672
TRIM17,0.05335813,0.052638765,-0.00071936473,0.00071936473
HHIPL2,0.02907586,0.028356554,-0.0007193051,0.0007193051
FRMD1,0.029468777,0.028749788,-0.0007189885,0.0007189885
ZSCAN23,0.093357086,0.09407582,0.00071873516,0.00071873516
PLEKHA2,0.16015297,0.15943462,-0.0007183552,0.0007183552
PITX3,0.0075178123,0.0067996746,-0.0007181377,0.0007181377
HES2,0.005972339,0.0066904426,0.0007181037,0.0007181037
CBX7,0.028578164,0.029295947,0.00071778335,0.00071778335
MYOM3,0.031433363,0.03071596,-0.00071740337,0.00071740337
SYCE3,0.068524726,0.069241986,0.00071725994,0.00071725994
AP4E1,1.3996228,1.4003397,0.00071692467,0.00071692467
CCDC63,0.032926448,0.03364337,0.00071692094,0.00071692094
C2CD4A,0.004269698,0.004986428,0.00071673,0.00071673
HRH4,0.017628876,0.018345468,0.00071659125,0.00071659125
POM121C,0.020667436,0.019951174,-0.00071626157,0.00071626157
NCF4,0.0060247276,0.0053086616,-0.000716066,0.000716066
KYNU,0.017209765,0.017924925,0.00071516074,0.00071516074
IL36G,0.007570201,0.008285226,0.00071502523,0.00071502523
PARP3,0.030437972,0.031152885,0.000714913,0.000714913
CLEC2B,0.0026718357,0.0033861832,0.00071434746,0.00071434746
PRRG4,0.17623638,0.17694992,0.0007135421,0.0007135421
MC4R,0.011132649,0.01184618,0.0007135309,0.0007135309
TFF3,0.006234283,0.0069471374,0.0007128543,0.0007128543
IFT88,1.6985017,1.6992141,0.0007123947,0.0007123947
LONRF3,0.010975482,0.011687794,0.0007123118,0.0007123118
CHCHD10,0.032088224,0.031376813,-0.00071141124,0.00071141124
RBM8A,0.016581098,0.017291382,0.00071028434,0.00071028434
CARD18,0.00013097234,0.0008410842,0.00071011187,0.00071011187
P2RY8,0.013516345,0.012807419,-0.00070892647,0.00070892647
FMOD,0.038217727,0.03751017,-0.00070755556,0.00070755556
TPBGL,0.02087699,0.021584187,0.0007071961,0.0007071961
GPRC5A,0.08010268,0.08080962,0.0007069409,0.0007069409
GADD45B,0.012389983,0.013096883,0.0007068999,0.0007068999
TMEM217,0.03232397,0.03161712,-0.0007068515,0.0007068515
FBXO40,0.014930846,0.01563652,0.0007056743,0.0007056743
FBXO15,0.09005658,0.08935154,-0.000705041,0.000705041
CAMK2A,0.013123428,0.012419647,-0.00070378184,0.00070378184
FBXO16,0.62625736,0.62555367,-0.00070369244,0.00070369244
ACTRT1,0.002409891,0.003113104,0.00070321304,0.00070321304
IPCEF1,0.11727263,0.11797572,0.00070308894,0.00070308894
SST,0.022134325,0.021431264,-0.000703061,0.000703061
RGS10,0.393991,0.3932888,-0.0007022023,0.0007022023
MYL12B,1.5577064,1.5570053,-0.00070106983,0.00070106983
LMNTD2,0.04573554,0.045036238,-0.00069930404,0.00069930404
C19orf84,0.06333822,0.06263893,-0.00069928914,0.00069928914
ASB12,0.16086023,0.16155918,0.00069895387,0.00069895387
DPYSL4,0.61465317,0.61535144,0.0006982684,0.0006982684
PRSS3,0.0009953898,0.0016930916,0.0006977018,0.0006977018
REEP1,0.019305322,0.018607624,-0.00069769844,0.00069769844
PCDHA7,0.019829212,0.019131936,-0.0006972756,0.0006972756
CT55,0.0057365885,0.006433748,0.0006971597,0.0006971597
TLL1,0.063285835,0.06398248,0.0006966442,0.0006966442
LUM,0.0012049455,0.0019006319,0.00069568644,0.00069568644
CATSPER2,0.07546626,0.07616182,0.0006955564,0.0006955564
PTGFR,0.020850796,0.021545956,0.00069515966,0.00069515966
TMEM187,0.11669635,0.117391326,0.00069497526,0.00069497526
ACOX2,0.010949288,0.011644101,0.0006948132,0.0006948132
SRPX2,0.0014406957,0.00213548,0.00069478434,0.00069478434
FAM89A,0.22996123,0.22926645,-0.00069478154,0.00069478154
TACR1,0.004138726,0.0048335036,0.0006947778,0.0006947778
CRTAM,0.003745809,0.0044402694,0.00069446047,0.00069446047
STEAP4,0.007727368,0.008421766,0.00069439784,0.00069439784
SPRR2F,0.005265088,0.00595859,0.00069350237,0.00069350237
ACOX3,0.23564543,0.23495196,-0.00069347024,0.00069347024
C5,0.02339166,0.02269835,-0.00069331005,0.00069331005
DOC2B,0.027216053,0.027908703,0.0006926507,0.0006926507
SP7,0.029966472,0.0292741,-0.0006923713,0.0006923713
SLC4A4,0.27711126,0.27780357,0.00069230795,0.00069230795
HAPLN2,0.0074130343,0.008104994,0.00069195963,0.00069195963
GATA4,0.0017550293,0.0024467905,0.00069176115,0.00069176115
CDK3,0.27912825,0.2784371,-0.00069114566,0.00069114566
ZNF720,0.03025461,0.029563565,-0.0006910451,0.0006910451
OAS1,0.0046888096,0.005379662,0.0006908523,0.0006908523
INHBA,0.1372852,0.13797605,0.00069084764,0.00069084764
KLC4,0.48973176,0.48904133,-0.0006904304,0.0006904304
C10orf62,0.0053436714,0.0046532713,-0.00069040013,0.00069040013
DCAF12L1,5.2388936e-05,0.0007427757,0.00069038675,0.00069038675
CCDC174,1.1637416,1.1644319,0.000690341,0.000690341
SHISAL2A,0.04620704,0.045516856,-0.00069018453,0.00069018453
CEP295,1.2026666,1.2033567,0.0006901026,0.0006901026
ZG16,0.0014145012,0.0021027105,0.0006882093,0.0006882093
ATP2B2,0.004636421,0.0039487267,-0.0006876942,0.0006876942
TEX44,0.0009168064,0.00022938661,-0.0006874198,0.0006874198
CCDC114,0.060613997,0.06130084,0.00068684295,0.00068684295
SPOCK3,0.008172674,0.008858693,0.0006860187,0.0006860187
C5AR2,0.032821666,0.03350683,0.00068516284,0.00068516284
POGLUT1,2.8825178,2.881833,-0.00068473816,0.00068473816
CAT,0.72275776,0.72344166,0.0006839037,0.0006839037
HCN4,0.2306161,0.22993277,-0.00068332255,0.00068332255
SLC6A4,0.004636421,0.0053195846,0.00068316376,0.00068316376
HBQ1,0.2930113,0.2936913,0.0006799996,0.0006799996
CYP19A1,0.0034052809,0.0040852665,0.0006799856,0.0006799856
MAB21L4,0.0019907795,0.0026707156,0.000679936,0.000679936
CHRND,0.0046888096,0.005368739,0.0006799293,0.0006799293
OR52H1,0.011368399,0.012048258,0.0006798599,0.0006798599
MYL4,0.0045578373,0.005237661,0.00067982357,0.00067982357
CHRFAM7A,0.10472548,0.10540315,0.00067766756,0.00067766756
IRAK2,0.04316848,0.043845613,0.0006771311,0.0006771311
CDK5R2,0.007832146,0.008509151,0.00067700446,0.00067700446
CERS1,0.06978206,0.06910545,-0.000676617,0.000676617
VHLL,0.0063914503,0.007067292,0.0006758417,0.0006758417
PLP2,0.0454474,0.046123095,0.00067569315,0.00067569315
RASSF1,0.9196092,0.9189337,-0.00067549944,0.00067549944
NEUROG2,0.00123114,0.0019060934,0.00067495345,0.00067495345
NRDE2,0.06855092,0.0692256,0.0006746799,0.0006746799
DUSP19,0.15915759,0.1584843,-0.00067329407,0.00067329407
ADAM11,0.09427389,0.09360066,-0.000673227,0.000673227
SMIM29,0.22702745,0.22769898,0.00067153573,0.00067153573
RERGL,0.0020431685,0.002714408,0.00067123957,0.00067123957
GCGR,0.0115779545,0.010906787,-0.00067116786,0.00067116786
EGFL8,0.17060457,0.17127533,0.00067076087,0.00067076087
OVCH1,0.01254715,0.013217038,0.0006698873,0.0006698873
RIMS1,0.15962909,0.15895946,-0.0006696284,0.0006696284
CDH19,0.0040601427,0.0047297333,0.00066959066,0.00066959066
RGCC,0.025880134,0.02654877,0.0006686356,0.0006686356
NIBAN3,0.013437762,0.012769188,-0.0006685741,0.0006685741
DPF3,0.010713537,0.011381945,0.0006684074,0.0006684074
NIPSNAP3B,0.04455679,0.043889303,-0.00066748634,0.00066748634
PRR23A,2.6194468e-05,0.0006936214,0.0006674269,0.0006674269
PTPN7,0.014799874,0.015467212,0.0006673373,0.0006673373
CEACAM21,0.0025932523,0.0032605669,0.0006673145,0.0006673145
KLRF1,0.004872171,0.004205421,-0.00066675013,0.00066675013
MND1,8.092153,8.092819,0.00066661835,0.00066661835
PROP1,0.00539606,0.0047297333,-0.00066632684,0.00066632684
PGA5,0.008094091,0.008760384,0.0006662933,0.0006662933
SNCAIP,0.40934095,0.41000673,0.0006657839,0.0006657839
SLC28A2,0.0048983656,0.0042327293,-0.00066563627,0.00066563627
PCBP3,0.35451594,0.3538507,-0.00066524744,0.00066524744
SVEP1,0.014878457,0.015543673,0.0006652158,0.0006652158
KIAA0040,0.54274935,0.5420843,-0.0006650686,0.0006650686
CA9,0.119394384,0.11872942,-0.0006649643,0.0006649643
ADRB1,0.008958508,0.009623314,0.000664806,0.000664806
ZNF536,0.0031695305,0.0038340334,0.00066450285,0.00066450285
CCDC42,0.0014930847,0.0021573266,0.00066424184,0.00066424184
LHX9,0.00096919533,0.0016330142,0.00066381885,0.00066381885
OSR2,0.012782901,0.013446424,0.00066352356,0.00066352356
MAGEE2,0.00018336128,0.0008465458,0.0006631845,0.0006631845
SERPINE3,0.03101425,0.031677198,0.0006629471,0.0006629471
DIO1,0.009770537,0.0091099255,-0.0006606113,0.0006606113
SYNC,0.00885373,0.009514083,0.00066035334,0.00066035334
KCNIP3,0.03428856,0.034948688,0.0006601289,0.0006601289
TAPBPL,0.02187238,0.0212128,-0.0006595813,0.0006595813
UNC45B,0.003248114,0.0025887918,-0.00065932213,0.00065932213
FCN3,0.05335813,0.052698843,-0.000659287,0.000659287
KLF18,0.007282062,0.007941146,0.0006590844,0.0006590844
ASPDH,0.001624057,0.0022829429,0.0006588859,0.0006588859
BAIAP2L2,0.025487216,0.024828369,-0.0006588474,0.0006588474
TSSK6,0.07753562,0.07687728,-0.00065834075,0.00065834075
C12orf42,0.0129138725,0.013572041,0.00065816846,0.00065816846
RNF181,0.32462803,0.32397035,-0.00065767765,0.00065767765
PRPH,0.004033948,0.0046915025,0.0006575547,0.0006575547
TUBB4A,0.019750629,0.019093705,-0.0006569233,0.0006569233
CLHC1,0.43469718,0.43535393,0.0006567538,0.0006567538
CRH,0.002069363,0.0027253313,0.00065596844,0.00065596844
ZFYVE16,3.1604674,3.1598115,-0.0006558895,0.0006558895
PTPN22,0.004374476,0.0050301207,0.0006556446,0.0006556446
CHRM2,0.0024360856,0.0030912575,0.0006551719,0.0006551719
KRT80,0.009220453,0.009874548,0.00065409485,0.00065409485
MVP,0.013699707,0.014353048,0.0006533414,0.0006533414
UCN,0.010215842,0.010868556,0.0006527137,0.0006527137
MAGEA9B,0.006103311,0.0067559816,0.0006526704,0.0006526704
HCRTR2,0.0076225903,0.008274303,0.00065171253,0.00065171253
PCDHGA11,0.027399413,0.028050706,0.0006512925,0.0006512925
EFNA2,0.09351425,0.09286334,-0.0006509051,0.0006509051
LTB,0.012835289,0.012184798,-0.00065049157,0.00065049157
TMEM89,0.0194101,0.020060405,0.0006503053,0.0006503053
HNF1A,0.006941534,0.006291747,-0.000649787,0.000649787
CPO,0.02092938,0.021578725,0.00064934604,0.00064934604
KCNT1,0.011211232,0.010562707,-0.00064852554,0.00064852554
LY6G6E,0.012756706,0.012108336,-0.00064837,0.00064837
CD22,0.003641031,0.004287345,0.0006463139,0.0006463139
KCNA7,0.012861484,0.013506502,0.0006450182,0.0006450182
TRARG1,0.004636421,0.0052813534,0.0006449325,0.0006449325
PPP1R36,0.061295055,0.061939847,0.0006447919,0.0006447919
SMTNL1,0.035467308,0.036112007,0.00064469874,0.00064469874
SLC6A13,0.0068105618,0.007455065,0.00064450316,0.00064450316
COL6A5,0.0023051132,0.0029492564,0.0006441432,0.0006441432
PKHD1,0.019383905,0.020027636,0.00064373016,0.00064373016
NME9,0.009220453,0.009863624,0.00064317137,0.00064317137
CNBD1,0.005605616,0.006248054,0.00064243795,0.00064243795
TRIM40,7.8583405e-05,0.00072092935,0.0006423459,0.0006423459
OR6X1,0.010870704,0.011513023,0.0006423183,0.0006423183
SLC28A1,0.0054484494,0.004806196,-0.00064225355,0.00064225355
ASCL1,0.0022527243,0.0028946404,0.0006419162,0.0006419162
ASXL3,0.023313077,0.023954516,0.0006414391,0.0006414391
CYP2E1,0.008277452,0.00891877,0.00064131804,0.00064131804
PLAC8,0.014118819,0.013479194,-0.0006396249,0.0006396249
RFPL4B,0.00013097234,0.0007700836,0.00063911127,0.00063911127
PNMA6F,0.017602682,0.018241698,0.0006390158,0.0006390158
RRNAD1,0.24449916,0.24513783,0.00063866377,0.00063866377
UPK3A,0.022343881,0.022982353,0.0006384719,0.0006384719
ETV2,0.0115779545,0.010939556,-0.00063839834,0.00063839834
CCR7,0.010687343,0.010049318,-0.0006380249,0.0006380249
ARSE,0.034393337,0.03503061,0.00063727424,0.00063727424
TOR2A,0.12471186,0.12534887,0.0006370023,0.0006370023
IMPG2,0.0022527243,0.002889179,0.0006364547,0.0006364547
S100A2,0.0307785,0.030142494,-0.0006360058,0.0006360058
RPGRIP1,0.03528395,0.034648303,-0.0006356463,0.0006356463
XAF1,0.011604149,0.012239414,0.0006352654,0.0006352654
SULT2B1,0.13539921,0.13476463,-0.00063458085,0.00063458085
KLHL35,0.024648994,0.024014594,-0.0006344002,0.0006344002
ENKUR,0.0036148366,0.004249114,0.0006342775,0.0006342775
PYGO1,0.06965109,0.07028515,0.0006340593,0.0006340593
C11orf16,0.0091156745,0.009748931,0.0006332565,0.0006332565
POU5F2,0.08890402,0.08953724,0.0006332174,0.0006332174
PRKY,0.08851111,0.08914401,0.000632897,0.000632897
GLIPR1L1,0.09189019,0.09125764,-0.0006325543,0.0006325543
TMEM196,0.006784367,0.0074168337,0.00063246675,0.00063246675
OR6C70,0.0034314753,0.00406342,0.00063194474,0.00063194474
UBL4B,0.003300503,0.003932342,0.00063183904,0.00063183904
CFHR3,0.028997276,0.029629104,0.00063182786,0.00063182786
DMBX1,0.011394594,0.012026412,0.00063181855,0.00063181855
ABCA2,0.5075702,0.50693893,-0.0006312728,0.0006312728
ARL5C,0.002514669,0.0031458735,0.0006312046,0.0006312046
PRDM16,0.010215842,0.009585083,-0.0006307587,0.0006307587
CFAP206,0.013542539,0.014172816,0.0006302763,0.0006302763
IFITM5,0.02292016,0.023550358,0.00063019805,0.00063019805
TYRP1,0.007465423,0.0080940705,0.0006286474,0.0006286474
TEX35,0.0038505867,0.0044785007,0.000627914,0.000627914
FAM3D,0.0023051132,0.0029328717,0.00062775845,0.00062775845
TTLL13P,0.010137259,0.010764786,0.000627527,0.000627527
DENND2C,0.40496647,0.40559375,0.0006272793,0.0006272793
DNAH6,0.003300503,0.00392688,0.0006263773,0.0006263773
LUZP2,0.07470662,0.07408095,-0.00062566996,0.00062566996
ZNF37A,0.0369342,0.036308624,-0.0006255768,0.0006255768
XKR9,0.030123638,0.030748729,0.0006250907,0.0006250907
C9orf153,0.013804484,0.01442951,0.0006250255,0.0006250255
CD3G,0.0037981977,0.0031731813,-0.0006250164,0.0006250164
WRNIP1,3.9768178,3.976193,-0.0006248951,0.0006248951
RTN4RL1,0.00416492,0.004789811,0.0006248909,0.0006248909
SAA4,0.0022789186,0.0016548606,-0.00062405807,0.00062405807
FSHR,0.0013097234,0.0019334015,0.0006236781,0.0006236781
TTC13,1.2468042,1.246181,-0.00062322617,0.00062322617
TMEM229B,0.049219403,0.049842432,0.0006230287,0.0006230287
BNIP5,0.008487008,0.007864684,-0.0006223237,0.0006223237
TMEM74B,0.11999685,0.120619126,0.0006222725,0.0006222725
GCKR,0.0086179795,0.007995762,-0.00062221754,0.00062221754
